#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-09T15:11:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5dee63311dd8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-nav=cat:J/ApJ/784/170&tab:{J/ApJ/784/170/table4}&key:source=J/ApJ/784/170/table4&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/784/170/table4
#-order=I
#-out=SDSS
#SDSS=DR9
#-out=RAJ2000
#-out=DEJ2000
#-out=rmag
#-out=g-r
#-out=HRV
#-out=Teff
#-out=[Fe/H]
#-out=logg
#-out=DMpeak
#-out=rMag
#-out=Dist
#-out=Rgc
#-out=pRGB
#-out=Sloan
#Sloan=Sloan
#-out=SimbadName
#

#RESOURCE=yCat_17840170
#Name: J/ApJ/784/170
#Title: The SEGUE K giant survey. II. Distances of 6036 stars (Xue+, 2014)
#Coosys	G:	galactic
#Table	J_ApJ_784_170_table4:
#Name: J/ApJ/784/170/table4
#Title: List of 6036 K giants selected from SDSS DR9
#Column	_Glon	(F10.6)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F10.6)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	SDSS	(A3)	Display the photometric data from SDSS DR9 (cat. V/139)	[ucd=meta.ref.url]
#Column	RAJ2000	(F8.4)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	rmag	(F6.3)	[13.8/19.6] Extinction-corrected r band magnitude (r_0_)	[ucd=phot.mag;em.opt.R]
#Column	g-r	(F6.3)	[0.5/1.3] The (g-r) color index after extinction correction (g-r)_0_	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	HRV	(F6.1)	[-506.5/419.4] Heliocentic radial velocity	[ucd=spect.dopplerVeloc]
#Column	Teff	(I4)	[4025/5691] Effective temperature (SSPP) (2)	[ucd=phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	[-3.6/0.32] Metallicity (SSPP) (2)	[ucd=phys.abund.Z]
#Column	logg	(F5.2)	[0.18/3.5] Log of the surface gravity (SSPP) (2)	[ucd=phys.gravity]
#Column	DMpeak	(F5.2)	[13.1/20.4] Distance modulus at peak of distance modulus likelihood (DM_peak_) (4)	[ucd=phot.mag.distMod]
#Column	rMag	(F5.2)	[-3.2/1.2] Absolute magnitude in r band (M_r_) (6)	[ucd=phys.magAbs]
#Column	Dist	(F6.2)	[4.2/120.3] Distance to Sun (d) (6)	[ucd=pos.distance;pos.heliocentric]
#Column	Rgc	(F6.2)	[4.79/125.1] Distance to Galactic center (r_GC_) (6)	[ucd=pos.distance]
#Column	pRGB	(F5.2)	[0.45/1] Chance of being clearly on the Red-Giant Branch (RGB), above the level of the Horizontal Branch (HB) (P_aboveHB_) (7)	[ucd=stat.fit.goodness]
#Column	Sloan	(a5)	Display the online SDSS data for the nearest object	[ucd=meta.ref.url]
#Column	SimbadName	(a27)	Simbad column added by the CDS	[ucd=meta.id]
_Glon;_Glat;SDSS;RAJ2000;DEJ2000;rmag;g-r;HRV;Teff;[Fe/H];logg;DMpeak;rMag;Dist;Rgc;pRGB;Sloan;SimbadName
092.859482;+13.288898;DR9;303.0631;+58.6912;15.198; 0.821; -97.2;4715;-0.48; 2.52;14.98; 0.22;  9.92; 13.04; 0.74;Sloan;SDSS J201215.10+584128.6
093.433313;+13.717382;DR9;302.9018;+59.3898;14.414; 1.080; -78.4;4594; 0.24; 3.11;13.72; 0.69;  5.54;  9.99; 0.68;Sloan;SDSS J201136.38+592323.5
093.031919;+14.439683;DR9;301.2904;+59.4133;15.597; 1.137; -56.5;4531; 0.11; 2.88;15.56; 0.04; 12.91; 15.54; 0.99;Sloan;SDSS J200509.64+592448.1
094.140876;+15.478107;DR9;300.5015;+60.8527;14.369; 0.962;-147.7;4487;-0.70; 1.44;15.26;-0.89; 11.25; 14.25; 1.00;Sloan;SDSS J200200.31+605109.8
094.287286;+14.662088;DR9;302.1005;+60.5803;14.411; 1.118; -82.3;4508; 0.30; 2.74;13.80; 0.61;  5.77; 10.19; 0.77;Sloan;SDSS J200824.08+603449.2
094.713219;+14.318822;DR9;303.1291;+60.7649;14.290; 1.122;-116.0;4336;-0.36; 1.71;15.19;-0.90; 10.89; 14.02; 1.00;Sloan;SDSS J201230.93+604553.8
094.414346;+14.559015;DR9;302.4073;+60.6357;14.644; 0.937; -65.0;4494;-0.53; 1.46;15.12;-0.47; 10.56; 13.71; 1.00;Sloan;SDSS J200937.70+603808.5
094.889132;+13.646605;DR9;304.4842;+60.5642;15.385; 0.715;-227.5;4836;-1.10; 1.70;15.58;-0.19; 13.03; 15.85; 0.99;Sloan;SDSS J201756.16+603351.0
094.968053;+14.181443;DR9;303.6302;+60.9072;15.420; 1.193;-125.0;4431; 0.27; 2.46;15.15; 0.27; 10.70; 13.88; 1.00;Sloan;SDSS J201431.23+605425.8
094.689736;+13.292927;DR9;304.8853;+60.2129;14.268; 1.014;-101.7;4510;-0.05; 2.24;14.28;-0.01;  7.17; 11.16; 0.95;Sloan;2MASS J20193244+6012462
095.112948;+13.764743;DR9;304.5116;+60.8113;14.181; 0.658;-153.5;5032;-1.37; 2.22;14.19;-0.01;  6.88; 10.99; 1.00;Sloan;SDSS J201802.77+604840.6
172.801623;+58.367015;DR9;159.2620;+43.5579;14.895; 0.708; -70.2;4883;-1.50; 1.83;15.49;-0.59; 12.52; 18.03; 1.00;Sloan;SDSS J103702.89+433328.5
172.086394;+58.127309;DR9;159.1323;+43.9942;15.066; 0.716;  39.0;4828;-1.40; 1.82;15.62;-0.55; 13.29; 18.75; 1.00;Sloan;SDSS J103631.78+435938.8
172.767432;+57.927604;DR9;158.6997;+43.7247;14.233; 0.660; -65.0;4962;-1.30; 2.08;14.15; 0.08;  6.77; 12.92; 0.96;Sloan;SDSS J103447.94+434328.4
172.947089;+56.672920;DR9;157.0106;+44.0435;16.390; 0.590;  80.8;5096;-1.50; 2.17;15.73; 0.66; 14.02; 19.56; 0.68;Sloan;SDSS J102802.56+440236.4
170.649176;+56.966757;DR9;157.9953;+45.1279;17.330; 0.693; -51.3;4861;-0.85; 2.25;17.17; 0.16; 27.22; 32.24; 0.51;Sloan;SDSS J103158.87+450740.1
170.669797;+56.641822;DR9;157.5589;+45.2332;16.269; 0.616;-107.2;5037;-2.04; 1.65;16.60;-0.33; 20.86; 26.08; 0.99;Sloan;SDSS J103014.16+451359.2
170.939345;+58.310031;DR9;159.6764;+44.4906;16.570; 0.690;-227.7;4955;-1.09; 2.27;16.52; 0.05; 20.12; 25.22; 0.91;Sloan;SDSS J103842.37+442926.0
169.573615;+58.349801;DR9;160.1186;+45.1366;16.920; 0.641;-182.2;5149;-1.46; 2.23;16.82; 0.10; 23.07; 28.05; 0.95;Sloan;SDSS J104028.48+450811.4
290.123643;+61.459103;DR9;186.7787;-00.8063;14.921; 0.606; 263.9;5004;-1.59; 2.09;14.58; 0.34;  8.23; 10.49; 0.92;Sloan;SDSS J122706.89-004822.6
290.347233;+61.932590;DR9;186.9753;-00.3627;16.656; 0.596; 127.9;5009;-1.89; 1.99;16.58; 0.07; 20.71; 20.95; 0.97;Sloan;SDSS J122754.07-002145.6
288.820346;+61.308100;DR9;186.1367;-00.8247;14.903; 0.720; -49.1;4776;-1.54; 1.60;15.66;-0.76; 13.55; 14.63; 1.00;Sloan;SDSS J122432.82-004929.0
288.458892;+61.548184;DR9;186.0208;-00.5525;16.017; 0.562; 142.9;5240;-1.60; 1.83;15.16; 0.86; 10.77; 12.41; 0.52;Sloan;SDSS J122404.98-003308.7
288.342865;+61.457122;DR9;185.9465;-00.6289;16.819; 0.678;  29.1;4858;-2.60; 1.50;18.05;-1.23; 40.69; 40.27; 1.00;Sloan;SDSS J122347.15-003744.1
287.297033;+61.427507;DR9;185.4533;-00.5417;16.317; 0.570; 179.2;5146;-1.84; 2.19;15.79; 0.52; 14.42; 15.46; 0.80;Sloan;SDSS J122148.79-003230.2
287.336820;+60.958336;DR9;185.3595;-01.0018;16.275; 0.629; -36.4;4931;-2.65; 1.45;17.02;-0.75; 25.40; 25.51; 1.00;Sloan;SDSS J122126.29-010006.5
286.832530;+61.477700;DR9;185.2502;-00.4390;15.181; 0.654; 152.0;4971;-1.27; 2.06;15.02; 0.16; 10.10; 11.99; 0.90;Sloan;SDSS J122100.04-002620.4
285.567474;+62.541230;DR9;184.9488;+00.7411;16.061; 0.702; -36.8;4833;-1.00; 2.00;15.97; 0.09; 15.62; 16.64; 0.88;Sloan;SDSS J121947.72+004427.8
285.524503;+62.033117;DR9;184.7944;+00.2566;15.849; 0.632;  73.8;5039;-1.49; 1.71;15.75; 0.10; 14.11; 15.32; 0.98;Sloan;SDSS J121910.65+001523.6
286.539412;+62.738778;DR9;185.4314;+00.8165;16.486; 0.641; -49.9;4994;-1.35; 2.10;16.26; 0.22; 17.89; 18.62; 0.91;Sloan;SDSS J122143.53+004859.3
285.978527;+61.926643;DR9;184.9722;+00.0978;16.777; 0.580; 186.1;5045;-1.57; 2.17;16.08; 0.69; 16.48; 17.36; 0.69;Sloan;SDSS J121953.33+000551.9
289.338878;+62.261543;DR9;186.5794;+00.0546;14.761; 0.644;  18.8;4941;-1.30; 2.22;14.50; 0.26;  7.93; 10.36; 0.89;Sloan;SDSS J122619.06+000316.4
288.937565;+62.407120;DR9;186.4282;+00.2364;17.422; 0.575; 135.3;5108;-2.34; 1.99;17.50;-0.08; 31.66; 31.47; 0.98;Sloan;2MASS J12254276+0014111
288.880378;+62.129755;DR9;186.3424;-00.0287;16.458; 0.625;-106.2;4949;-1.26; 2.19;15.95; 0.51; 15.46; 16.29; 0.70;Sloan;SDSS J122522.19-000143.0
289.841024;+62.287169;DR9;186.8133;+00.0317;15.393; 0.875;  35.0;4506;-1.30; 1.64;16.90;-1.51; 24.01; 24.08; 1.00;Sloan;2MASS J12271518+0001540
288.963997;+63.367478;DR9;186.6465;+01.1717;14.797; 0.647; 223.7;4991;-1.33; 2.13;14.63; 0.17;  8.42; 10.74; 0.94;Sloan;SDSS J122635.15+011018.2
289.721937;+62.654125;DR9;186.8337;+00.4022;16.232; 0.571;  71.1;5213;-1.51; 2.46;15.40; 0.84; 12.00; 13.35; 0.52;Sloan;SDSS J122720.10+002407.8
290.223697;+62.350451;DR9;187.0001;+00.0584;17.695; 0.639; 195.5;5040;-2.43; 1.28;18.49;-0.79; 49.84; 49.19; 1.00;Sloan;2MASS J12275998+0003304
289.601625;+63.168686;DR9;186.8852;+00.9171;16.245; 0.662; -69.5;4919;-1.28; 2.06;16.15; 0.10; 16.97; 17.63; 0.92;Sloan;SDSS J122732.44+005501.7
291.017532;+62.416889;DR9;187.3740;+00.0538;16.791; 0.652; 241.7;5212;-1.11; 2.10;16.45; 0.34; 19.54; 19.85; 0.68;Sloan;2MASS J12292976+0003136
251.765425;+50.700108;DR9;163.2962;-00.0352;16.959; 0.603;  23.5;5061;-1.42; 2.10;16.41; 0.55; 19.12; 22.14; 0.74;Sloan;SDSS J105311.09-000206.9
251.533552;+50.270625;DR9;162.8918;-00.2418;15.494; 0.693; 277.8;4832;-2.28; 1.45;16.81;-1.32; 23.01; 25.84; 1.00;Sloan;2MASS J10513404-0014306
251.643531;+49.926718;DR9;162.7035;-00.5381;15.316; 0.552;  65.7;5244;-1.68; 2.37;14.37; 0.94;  7.49; 12.02; 0.50;Sloan;SDSS J105048.83-003217.3
251.242072;+49.252591;DR9;162.0472;-00.8406;14.741; 0.615; 168.3;5063;-1.34; 2.19;14.21; 0.53;  6.97; 11.66; 0.72;Sloan;2MASS J10481135-0050262
250.691814;+49.232199;DR9;161.7767;-00.6033;15.291; 0.685; 134.6;4926;-1.12; 1.73;15.21; 0.08; 11.01; 14.94; 0.94;Sloan;SDSS J104706.41-003611.8
250.225364;+49.318446;DR9;161.6220;-00.3274;17.217; 0.548; 224.6;5176;-1.71; 2.16;16.26; 0.96; 17.87; 21.13; 0.53;Sloan;SDSS J104629.30-001938.5
250.664558;+49.046883;DR9;161.6336;-00.7224;15.545; 0.567; -49.7;5242;-1.54; 2.32;14.62; 0.92;  8.40; 12.80; 0.51;Sloan;SDSS J104632.07-004320.7
249.860266;+49.303345;DR9;161.4436;-00.1691;15.857; 0.598; 193.5;5055;-1.89; 2.18;15.79; 0.07; 14.37; 17.95; 0.95;Sloan;2MASS J10454647-0010086
250.695929;+48.512596;DR9;161.2722;-01.1165;16.111; 0.577; 100.1;5196;-1.49; 2.62;15.27; 0.84; 11.35; 15.25; 0.53;Sloan;SDSS J104505.33-010659.6
248.784681;+49.030937;DR9;160.7578;+00.1447;16.059; 0.722;  83.0;4816;-1.24; 1.81;16.49;-0.44; 19.90; 23.14; 1.00;Sloan;SDSS J104301.89+000841.0
248.778104;+48.864857;DR9;160.6350;+00.0328;15.076; 0.577; 248.5;5175;-1.85; 2.52;14.76; 0.32;  8.96; 13.35; 0.95;Sloan;2MASS J10423241+0001579
248.752193;+49.798500;DR9;161.2970;+00.6914;14.487; 0.631; 248.8;4933;-1.96; 1.70;14.97;-0.48;  9.86; 14.07; 1.00;Sloan;SDSS J104511.28+004129.0
248.902706;+49.601063;DR9;161.2221;+00.4844;16.509; 0.572; 231.3;5112;-2.12; 2.04;16.42; 0.09; 19.27; 22.52; 0.98;Sloan;SDSS J104453.30+002903.8
249.691800;+49.686377;DR9;161.6396;+00.1777;15.258; 0.797; 162.3;4704;-2.17; 1.46;17.21;-1.95; 27.62; 30.44; 1.00;Sloan;2MASS J10463352+0010399
250.349528;+50.470994;DR9;162.4939;+00.4306;15.739; 0.601; -13.1;5122;-1.32; 2.22;15.04; 0.70; 10.20; 14.25; 0.53;Sloan;2MASS J10495856+0025502
250.058579;+51.067896;DR9;162.7868;+00.9823;17.363; 0.661;  77.5;5067;-1.05; 2.22;17.07; 0.29; 25.92; 28.72; 0.62;Sloan;SDSS J105108.82+005856.1
250.665148;+50.875459;DR9;162.9210;+00.5762;16.491; 0.710; 253.9;4867;-1.86; 1.67;17.64;-1.15; 33.76; 36.29; 1.00;Sloan;SDSS J105141.04+003434.2
093.287580;+40.387596;DR9;246.7499;+62.2042;18.112; 0.610;-349.7;5050;-1.26; 2.26;17.53; 0.59; 31.99; 33.31; 0.51;Sloan;SDSS J162659.95+621214.7
094.913631;+39.317726;DR9;248.0695;+63.7350;17.888; 0.546;-409.4;5334;-2.79; 2.48;17.65; 0.24; 33.87; 35.31; 0.77;Sloan;SDSS J163216.65+634405.9
092.554410;+32.966602;DR9;262.8808;+63.1639;18.621; 0.604;-259.2;5230;-1.45; 2.46;18.02; 0.60; 40.25; 41.33; 0.74;Sloan;SDSS J173131.35+630950.1
173.054810;+57.391741;DR9;157.9294;+43.7574;18.671; 0.660;  98.0;5035;-1.23; 2.70;18.51; 0.17; 50.24; 54.94; 0.82;Sloan;SDSS J103143.05+434526.3
170.875555;+58.054878;DR9;159.3618;+44.6170;18.142; 0.629;  20.0;4962;-2.30; 1.80;18.79;-0.65; 57.20; 61.76; 1.00;Sloan;SDSS J103726.85+443701.0
286.214705;+61.729419;DR9;185.0291;-00.1215;17.768; 0.715;  54.6;4983;-1.02; 1.86;17.83;-0.07; 36.88; 36.69; 0.93;Sloan;2MASS J12200699-0007171
285.389330;+61.886190;DR9;184.6939;+00.1320;18.061; 0.559; 126.9;5411;-1.76; 2.96;17.29; 0.77; 28.68; 28.79; 0.68;Sloan;2MASS J12184653+0007556
288.538654;+63.339095;DR9;186.4541;+01.1856;18.760; 0.725; 114.5;4972;-1.35; 2.19;19.30;-0.54; 72.36; 71.66; 1.00;Sloan;SDSS J122549.00+011108.3
252.012087;+49.694403;DR9;162.7141;-00.8704;17.916; 0.586;  42.7;5129;-1.54; 2.35;17.28; 0.64; 28.57; 31.17; 0.72;Sloan;SDSS J105051.37-005213.6
220.801760;+51.686657;DR9;153.0567;+16.3934;17.604; 0.574; 297.5;5056;-2.07; 2.33;17.37; 0.23; 29.80; 34.29; 0.91;Sloan;SDSS J101213.62+162336.2
094.613419;-16.272827;DR9;337.2025;+38.6322;16.634; 0.639;-155.5;4535;-1.57; 1.13;16.58; 0.06; 20.68; 22.75; 0.98;Sloan;SDSS J222848.58+383755.8
095.030275;-15.794684;DR9;337.3049;+39.2509;15.874; 0.667;-249.9;4977;-1.16; 1.99;15.77; 0.10; 14.27; 16.94; 0.89;Sloan;SDSS J222913.16+391503.3
094.730490;-15.688002;DR9;336.9171;+39.1848;17.021; 0.570; -10.6;5134;-2.78; 1.95;17.12;-0.09; 26.49; 28.28; 0.99;Sloan;SDSS J222740.10+391105.5
093.716834;-15.235863;DR9;335.5454;+39.0239;16.099; 0.623;-294.9;4912;-1.31; 1.95;15.67; 0.43; 13.61; 16.21; 0.81;Sloan;SDSS J222210.88+390126.2
093.914627;-15.423006;DR9;335.8834;+38.9748;15.766; 0.649; -88.2;4856;-1.69; 1.91;16.11;-0.35; 16.71; 19.00; 1.00;Sloan;SDSS J222331.98+385829.3
093.299671;-15.552838;DR9;335.3463;+38.5359;15.622; 0.749;-268.6;4700;-2.43; 1.22;17.38;-1.76; 29.96; 31.43; 1.00;Sloan;SDSS J222123.09+383209.2
092.784732;-15.407770;DR9;334.7191;+38.3744;15.456; 0.548; -76.1;5231;-1.74; 2.26;14.58; 0.87;  8.25; 11.76; 0.52;Sloan;SDSS J221852.56+382228.1
092.886720;-14.028884;DR9;333.8049;+39.5601;15.152; 0.589;-460.0;5033;-2.03; 1.91;15.22;-0.06; 11.05; 13.95; 1.00;Sloan;SDSS J221513.15+393336.7
094.504973;-14.672178;DR9;335.9596;+39.9157;14.493; 0.642;-260.9;5006;-1.33; 2.10;14.29; 0.20;  7.23; 11.18; 0.96;Sloan;SDSS J222350.30+395456.8
094.117428;-26.378631;DR9;343.0398;+29.7361;14.772; 0.775;-270.0;4702;-1.30; 1.65;15.69;-0.92; 13.77; 16.36; 1.00;Sloan;SDSS J225209.54+294409.8
094.987742;-25.858071;DR9;343.5335;+30.5724;15.352; 0.658;-241.6;4956;-1.41; 2.05;15.41;-0.06; 12.09; 15.01; 0.99;Sloan;SDSS J225408.02+303420.6
094.801905;-25.586946;DR9;343.2102;+30.7279;15.538; 0.681;-148.8;4966;-1.93; 1.75;16.52;-0.98; 20.12; 22.21; 1.00;Sloan;SDSS J225250.44+304340.5
094.633169;-25.426760;DR9;342.9644;+30.7930;15.223; 0.808;-224.9;4691;-1.44; 1.69;16.53;-1.31; 20.26; 22.32; 1.00;Sloan;SDSS J225151.44+304735.1
094.196457;-25.534857;DR9;342.6280;+30.5043;15.338; 0.836;-313.2;4670;-1.48; 1.69;16.85;-1.51; 23.40; 25.22; 1.00;Sloan;SDSS J225030.70+303015.6
093.900527;-25.164608;DR9;342.1440;+30.6915;14.664; 0.730;-384.2;4798;-1.54; 1.64;15.53;-0.87; 12.79; 15.50; 1.00;Sloan;SDSS J224834.53+304129.8
093.796994;-25.319183;DR9;342.1402;+30.5108;17.501; 0.634; -54.1;5000;-2.01; 1.13;18.03;-0.52; 40.29; 41.54; 1.00;Sloan;SDSS J224833.64+303038.9
093.567005;-25.312944;DR9;341.9283;+30.4113;17.244; 0.631; -79.4;5005;-1.74; 1.89;17.36;-0.12; 29.68; 31.17; 1.00;Sloan;SDSS J224742.79+302440.7
093.437529;-25.327650;DR9;341.8200;+30.3393;15.000; 0.634;-214.3;5040;-1.52; 2.04;14.91; 0.09;  9.60; 12.83; 0.99;Sloan;SDSS J224716.77+302021.6
092.970775;-26.098071;DR9;341.8549;+29.4621;16.526; 0.566;-412.0;5209;-1.54; 2.27;15.67; 0.85; 13.63; 16.12; 0.47;Sloan;SDSS J224725.14+292743.7
093.051165;-25.283969;DR9;341.4464;+30.1986;14.297; 0.717; -45.7;4831;-1.54; 1.61;15.06;-0.76; 10.26; 13.31; 1.00;Sloan;SDSS J224547.10+301155.1
093.237346;-23.764050;DR9;340.7029;+31.5885;17.368; 0.643;-167.9;5037;-1.60; 1.93;17.41;-0.04; 30.37; 31.81; 0.97;Sloan;SDSS J224248.65+313518.7
093.563234;-23.720498;DR9;340.9769;+31.7796;15.202; 0.575;-102.2;5291;-1.48; 2.88;14.40; 0.81;  7.57; 11.33; 0.50;Sloan;SDSS J224354.44+314646.7
093.780998;-23.609732;DR9;341.1118;+31.9769;14.703; 0.581;-163.6;5081;-1.94; 1.85;14.57; 0.13;  8.20; 11.80; 0.98;Sloan;SDSS J224426.83+315837.0
094.045714;-24.353735;DR9;341.8007;+31.4586;16.919; 0.591;-189.6;5145;-1.67; 2.04;16.50; 0.42; 19.97; 21.99; 0.90;Sloan;SDSS J224712.14+312731.1
093.990178;-24.359158;DR9;341.7527;+31.4284;15.225; 0.628; -74.8;5020;-1.53; 2.03;15.13; 0.09; 10.62; 13.69; 0.99;Sloan;SDSS J224700.64+312542.3
094.691832;-24.997705;DR9;342.7722;+31.1927;15.225; 0.614;-102.6;5033;-2.36; 1.75;15.79;-0.56; 14.38; 16.97; 1.00;Sloan;SDSS J225105.31+311134.1
094.588572;-24.921069;DR9;342.6328;+31.2132;15.733; 0.682;-297.0;4958;-1.20; 2.21;15.82;-0.09; 14.59; 17.14; 0.98;Sloan;SDSS J225031.84+311247.4
095.078156;-24.239994;DR9;342.6942;+32.0252;16.378; 0.643; -73.9;4951;-2.02; 1.48;17.04;-0.66; 25.55; 27.38; 1.00;Sloan;SDSS J225046.58+320131.0
094.806781;-24.213161;DR9;342.4247;+31.9267;15.076; 0.737; -99.3;4836;-1.65; 1.27;16.18;-1.10; 17.21; 19.53; 1.00;Sloan;SDSS J224941.90+315536.2
095.064951;-24.899683;DR9;343.0612;+31.4439;15.736; 0.539;-131.5;5121;-1.94; 2.12;14.98; 0.76;  9.91; 13.22; 0.62;Sloan;SDSS J225214.67+312638.0
094.817796;-25.343754;DR9;343.0864;+30.9471;15.304; 0.671; -55.5;4995;-2.26; 1.91;16.43;-1.13; 19.34; 21.49; 1.00;Sloan;SDSS J225220.71+305649.7
095.117752;-24.596546;DR9;342.9367;+31.7319;14.247; 0.725; -51.1;4871;-0.80; 2.44;14.08; 0.17;  6.55; 10.74; 0.73;Sloan;SDSS J225144.79+314354.6
095.104443;-24.726467;DR9;342.9988;+31.6126;16.672; 0.576;-306.9;5165;-1.78; 2.32;16.20; 0.47; 17.36; 19.69; 0.88;Sloan;SDSS J225159.69+313645.6
093.658173;-50.646078;DR9;354.6110;+08.0300;15.907; 0.591;-223.9;5167;-1.86; 2.20;15.77; 0.14; 14.22; 16.60; 0.98;Sloan;SDSS J233826.63+080147.7
093.903637;-50.398522;DR9;354.6432;+08.3209;14.686; 0.875; -26.3;4578;-1.44; 1.36;16.36;-1.68; 18.74; 20.69; 1.00;Sloan;SDSS J233834.36+081915.2
093.600000;-50.254298;DR9;354.4032;+08.3655;16.060; 0.598;-266.3;5035;-1.50; 2.19;15.55; 0.51; 12.86; 15.41; 0.79;Sloan;SDSS J233736.76+082155.7
093.293837;-50.926352;DR9;354.5274;+07.6768;15.842; 0.638;-176.1;5010;-1.50; 1.79;15.81; 0.03; 14.50; 16.81; 0.99;Sloan;SDSS J233806.56+074036.6
093.009025;-50.338661;DR9;354.0994;+08.1221;16.720; 0.624;-198.3;5079;-1.51; 2.08;16.51; 0.20; 20.09; 21.87; 0.95;Sloan;SDSS J233623.86+080719.6
092.497788;-49.742030;DR9;353.5308;+08.5058;16.905; 0.603;-124.3;5063;-1.65; 2.56;16.45; 0.45; 19.51; 21.30; 0.89;Sloan;SDSS J233407.38+083020.8
093.122477;-48.893781;DR9;353.5102;+09.4465;16.111; 0.592;-148.8;5169;-1.70; 2.35;15.74; 0.37; 14.05; 16.41; 0.93;Sloan;SDSS J233402.42+092647.5
093.639963;-49.689080;DR9;354.1746;+08.8842;17.744; 0.547; -85.2;5053;-2.80; 1.66;17.49; 0.25; 31.50; 32.82; 0.76;Sloan;SDSS J233641.89+085303.0
094.289807;-49.724842;DR9;354.5732;+09.0354;14.306; 0.795;-145.6;4769;-3.41; 1.64;16.33;-2.02; 18.41; 20.43; 1.00;Sloan;SDSS J233817.55+090207.4
094.694831;-50.194865;DR9;355.0155;+08.7226;14.260; 0.878; -93.4;4567;-1.97; 1.02;16.49;-2.23; 19.88; 21.81; 1.00;Sloan;SDSS J234003.71+084321.6
095.341457;-49.827347;DR9;355.2400;+09.2311;15.348; 0.532;-352.0;5262;-2.28; 2.37;14.66; 0.69;  8.53; 12.04; 0.58;Sloan;SDSS J234057.59+091352.0
095.664484;-49.732644;DR9;355.3924;+09.4039;17.214; 0.554;-169.2;5191;-1.65; 2.50;16.13; 1.09; 16.80; 19.07; 0.48;Sloan;SDSS J234134.17+092413.9
094.062606;-36.196341;DR9;348.1779;+21.0804;16.171; 0.569;-229.8;5145;-2.05; 1.98;15.96; 0.21; 15.59; 17.92; 0.94;Sloan;SDSS J231242.68+210449.3
094.363431;-34.995389;DR9;347.8169;+22.2592;15.595; 0.643;-175.3;4966;-1.93; 1.72;16.19;-0.59; 17.30; 19.51; 1.00;Sloan;SDSS J231116.03+221533.0
095.288403;-34.543522;DR9;348.3279;+23.0069;16.374; 0.662; -56.7;4956;-1.46; 2.12;16.50;-0.12; 19.94; 22.04; 0.98;Sloan;SDSS J231318.70+230024.9
095.304599;-34.973853;DR9;348.5499;+22.6281;16.394; 0.607;-200.3;5126;-1.53; 1.92;16.02; 0.38; 15.97; 18.40; 0.89;Sloan;SDSS J231411.95+223741.3
095.571334;-66.039001;DR9;002.0522;-05.4907;15.792; 0.751; 117.5;5022;-3.00; 1.90;17.54;-1.75; 32.24; 33.52; 1.00;Sloan;SDSS J000812.54-052926.5
095.501269;-65.858804;DR9;001.9516;-05.3382;15.495; 0.622;-122.7;5035;-1.65; 1.94;15.46; 0.03; 12.36; 14.98; 0.99;Sloan;SDSS J000748.38-052017.4
093.438769;-66.124982;DR9;001.3028;-05.9366;15.802; 0.753;-149.4;4722;-1.44; 1.56;16.72;-0.92; 22.07; 23.66; 1.00;Sloan;SDSS J000512.67-055611.6
092.856085;-66.330261;DR9;001.1830;-06.2249;14.456; 0.712;  70.6;4843;-1.93; 1.47;15.68;-1.23; 13.69; 16.00; 1.00;Sloan;SDSS J000443.91-061330.0
094.648831;-65.412250;DR9;001.4435;-05.0793;15.745; 0.581;-155.5;5151;-1.83; 2.13;15.42; 0.33; 12.13; 14.75; 0.90;Sloan;SDSS J000546.43-050445.8
092.391324;-65.822053;DR9;000.7831;-05.8566;15.133; 0.648;-127.3;5069;-1.64; 1.99;15.38;-0.25; 11.94; 14.48; 1.00;Sloan;SDSS J000307.95-055124.0
092.593619;-66.035890;DR9;000.9545;-06.0098;15.274; 0.694; 193.4;4809;-2.20; 1.45;16.57;-1.30; 20.61; 22.24; 1.00;Sloan;SDSS J000349.08-060035.6
092.374178;-66.131771;DR9;000.9185;-06.1356;16.866; 0.690;-128.3;4889;-1.44; 2.00;17.27;-0.41; 28.50; 29.74; 1.00;Sloan;SDSS J000340.42-060808.4
093.613116;-64.099024;DR9;000.4768;-04.0838;15.251; 0.672; -17.4;4766;-2.26; 1.43;16.33;-1.07; 18.41; 20.28; 1.00;Sloan;SDSS J000154.42-040501.6
